,userName,score,at,content,clean_teks,polarity_score,polarity
759,Yayasan Darkah,5,2023-10-02T22:18:20.000,"Aplikasi Edit Video terbaik, Kine Master & PowerDirector 100 juta pengunduh, Cap Cut? 500 juta gaes...!!! Mantap! Aplikasi tanpa Watermake seperti CapCut pasti makin laris daripada yang jual mahal seperti Aplikasi² yang lainnya 😁","aplikasi,baik,master,juta,juta,mantap,aplikasi,seperti,pasti,makin,yang,jual,mahal,seperti,aplikasi,yang,lain",-10,negative
760,M Sauqi,5,2023-11-07T19:09:58.000,Aplikasi capcut ini sangat membantu untuk ngedit foto/video buat jj jadinya gk usah lagi ribet² buat ngedit inti nya bintang 5 buat aplikasi capcut ini the best bngt,"aplikasi,sangat,bantu,buat,jadi,tidak,perlu,lagi,ribet,buat,buat,aplikasi,terbaik",-3,negative
761,Irfan Dimas,4,2023-09-24T06:10:04.000,"udah bagus sih,tapi masih ada bug di pencarian tidak bisa dipake,pasti selalu ada tulisan "" tidak dapat dimuat.ketuk untuk coba lagi "".","sudah,bagus,ada,cari,tidak,ada,tidak,dapat,coba,lagi",1,positive
762,HAFID 1140,1,2023-09-29T15:17:29.000,"Capcut sekarang mulai kapitalis, text yang tadinya bisa gratis dan bisa ada banyak pilihan sekarang harus pro , fitur capcut sekarang sudah tidak bagus seperti dulu haha sayang sekali","mulai,yang,gratis,ada,banyak,pilih,harus,sudah,tidak,bagus,seperti,tertawa,sayang,sekali",6,positive
763,Vitra Sadega,1,2023-09-23T17:16:34.000,Ne kok capcut knp si makin kesini malah makin gk jelas aku dah instal berxx tp ttp sama aja kl kita buka aplikasi nya trs pngn cari di pencarian kgk bisa trs buat apa ada pencarian kl gk bisa nyari template yg kita mau kesel iih,"makin,makin,tidak,jelas,aku,sudah,pasang,sama,saja,kalau,buka,aplikasi,cari,cari,kgk,buat,apa,ada,cari,kalau,tidak,mencari,yang,mau,kesel,iih",-22,negative
764,One direction Algoz,5,2023-11-09T09:56:15.000,"Aplikasi cap cut,, sangat membantu sekali,, bagi saya yang suka edit Vidio untuk upload Vidio sosmed! Dengan aplikasi ini saya bisa memulai imajinasi saya dan berkarya.","aplikasi,sangat,bantu,sekali,bagi,saya,yang,suka,aplikasi,saya,mulai,saya,karya",-8,negative
765,Khoirun Naja,2,2023-11-18T20:03:04.000,"Kok sekarang capcut agak bermasalahan sih padahal mau ngedit video malah ngak bisa semua sedih banget, tolong segera di perbaiki","masalah,mau,tidak,semua,sedih,tolong,segera,baik",-8,negative
766,Naya Wellikin,5,2023-09-05T14:29:17.000,"Menurut aku ini bagus banget sih! Pengeditannya,Pengaturannya itu hampir ngalahin Aplikasi Edit yang di PC sih! Dan disitu ada fitur foto dan video nya jadi gk usah capek² mau download lagi aplikasi yang bisa edit foto kita, dan btw Developer aku sarannya ya jangan hilangin fitur makeup di efek foto soalnya itu yang paling bagus menurut aku begitu saja semoga dibaca🙏🏼","turut,aku,bagus,itu,aplikasi,yang,ada,foto,jadi,tidak,perlu,capek,mau,lagi,aplikasi,yang,foto,aku,saran,jangan,efek,foto,soal,itu,yang,bagus,turut,aku,saja,moga,baca",-4,negative
767,Hafi Amandito,3,2023-10-08T19:30:03.000,"Halo min ini kenapa ya setiap hasil editan ku sekarang ga bisa di putar,,muncul tulisan ""format file tidak di didukung"" mohon bantuannya min","halo,hasil,tidak,tidak,dukung,mohon,bantu",3,positive
768,Ahmad Arifin,1,2023-09-23T06:51:47.000,"Masa ga bisa ekspelor video nya juga suka keluar' sendiri aneh bgt sih pdhl aku udh hpu' apk msa kga bisa klo itu juga hitam doang,INI GIMANA SIH!! TOLONG DI PERBAIKI LAGI!!!","tidak,suka,keluar,sendiri,aneh,aku,aplikasi,tidak,kalau,itu,hitam,tolong,baik,lagi",-20,negative
769,Nico Buinei,5,2023-07-20T12:53:43.000,Aplikasi Capcut adalah sejenis aplikasi utk mendesain gambar atau video yg diinginkn pengguna sehingga video tsb lbh terlihat menarik dsn menghibur. Aplikasi sejenis video maker dan sangat praktis dan mudah bagi siapa saja utk menikmati Aplikasi Capcut ini. Sangat Baik dan mudah di operasikan.,"aplikasi,aplikasi,desain,gambar,yang,guna,lebih,lihat,tarik,aplikasi,sangat,praktis,mudah,bagi,siapa,saja,nikmat,aplikasi,sangat,baik,mudah,operasi",17,positive
770,Akun Lestari,1,2023-11-03T13:43:59.000,kenapa ya saat aku mau menggunakan templat nya slalu gk bisa semua nya lang sung hitam padahal udah berapa kali ku coba tetap gak bisa aku heran apa karna gak bisa templatnya itu gak bisa tapi dah berapa kali aku coba tetap gk bisa makanya aku ngasih reting bintang satu tapi coba aku diemin bentar tah mana tau bisa 🙏🙏🤗🤗,"aku,mau,guna,tidak,semua,hitam,sudah,coba,tetap,aku,heran,apa,karena,itu,sudah,aku,coba,tetap,tidak,aku,satu,coba,aku,diam,sebentar,tahu",19,positive
771,Luluk Fitri,3,2023-09-30T11:36:16.000,Ini kenapa capcutnya eror sih gk bisa digunain udah di update pakae data wifi pun tetep gk bisa masuk di unistall donwload lagi juga tetep gk bisa pleas dong bisa gk sih fiturnya dibenerin lagi,"error,tidak,sudah,terbaru,data,pun,tidak,copot,lagi,tidak,tidak,benar,lagi",-27,negative
772,Fatmawati,5,2023-10-01T21:13:43.000,"Bagus bgt tapi ad beberapa hal yg bikin sy ga mood di capcut,pas mo ngedit itu pasti ngelag-ngelag pdlh d situ jaringan sy bgs,trs pas ekspor itu lama ga kaya biasanya cepet.sekian dri sy mksh","bagus,ada,yang,saya,tidak,suasana,mau,itu,pasti,jaringan,saya,pas,itu,lama,tidak,kaya,biasa,dari,saya,mksh",-5,negative
773,Nadillah Ramadhani,2,2023-11-19T23:01:46.000,"saya udah ngedit lama tapi tidak bisa di download dengan alasan ""media tidak bisa diproses"" pdhl biasanya apk cc ini lancar tp sekarang makin menurun ya","saya,sudah,lama,tidak,tidak,proses,biasa,aplikasi,lancar,makin,turun",-8,negative
774,Fitria Maharani,3,2023-10-29T20:09:45.000,"Saya suka dg aplikasi ini,tapi saya kurang suka dg watermark template nya,tolong kalo bisa di hapus saja untuk ekspor tanpa watermark template nya🙏","saya,suka,aplikasi,saya,kurang,suka,kalau,hapus,saja",-14,negative
775,Alwi Ma'fud,4,2023-08-10T21:17:35.000,"Apk bagus, tapi kadang pas ngedit delay, audio sama video udah dipasin tpi pas coba diputer kadang audio udah selesai diputer videonya masih jalan. Tpi pas di render aman sih, audionya tetep pas sama video. Cuman kalo pas ngedit delay2 gitu kan agak mengganggu. Kadang macet pula, tiba"" nutup sendiri apknya","aplikasi,bagus,kadang,pas,delay,sama,sudah,pas,coba,kadang,sudah,selesai,pas,pas,sama,kalau,pas,delay,ganggu,kadang,sendiri,aplikasi",20,positive
776,Hefiz Zaidan,2,2023-06-18T18:07:56.000,"Keseluruhan sudah bagus, namun terdapat sebuah masalah yang mungkin saja bug, yaitu tidak bisa menggunakan fitur search template, ketika dicoba untuk menggunakan search template layar hanya menunjukkan warna putih saja tanpa adanya keyboard dan rekomendasi search seperti biasanya, mungkin bisa segera di update dan di fix masalahnya.","sudah,bagus,dapat,buah,masalah,yang,mungkin,saja,tidak,guna,coba,guna,hanya,putih,saja,ada,seperti,biasa,mungkin,segera,terbaru,masalah",-8,negative
777,Dini Rahma,4,2023-10-17T21:52:46.000,"Bagus si tapi mau nyari template tuh jadi tidak dapat memuat mulu heran. Padahal sinyal full, memo oke. Apa hp gue nya aja yang jadul yaa","bagus,mau,mencari,jadi,tidak,dapat,melulu,heran,oke,apa,saya,saja,yang",-9,negative
778,Moreno_toxiclord,1,2023-11-25T21:56:49.000,"overall cukup bagus, tapi pas mindahin apa yang ada di timeline malah pindah ke posisi random, dan itu ngeselin>:|","cukup,bagus,pas,apa,yang,ada,pindah,random,itu,ngeselin",-14,negative
779,Milan Leony,1,2023-11-13T09:17:09.000,Waktu pake template pas mau nge lihat hasil nya sebelum di download itu suka nge lag sama waktu download suka nge lag juga,"pas,mau,lihat,hasil,itu,suka,sama,suka",21,positive
780,Raya Raya,4,2023-11-26T10:33:33.000,"minusnya suka ngelag gth, kadang klo lgi mgedit suka keluar sndiri dri apk nya, tpi it's ok, thank u bisa mempermudah saya buat edit video","minus,suka,kadang,kalau,lagi,suka,keluar,sendiri,dari,aplikasi,ok,terima kasih,mudah,saya,buat",0,neutral
781,Safiq,1,2023-09-29T15:18:02.000,"Banyak bug,lah ? Kok aneh?semakin update semakin banyak bug nya? Selalu overclose,jdi gitu cara kalian memperlakukan pengguna apk sampah kalian???","banyak,terbaru,makin,banyak,guna,aplikasi,sampah",5,positive
782,Desyifa Hermawati,3,2023-08-11T07:31:27.000,"Aku suka sekali sama aplikasi capcut,karena bisa memudahkan untuk ngedit foto atau vidio biar lebih aestetic dan menarik,tapi akhir-akhir ini sering ngebug,setiap kali ngedit malah balik"" sendiri ke menu awal,kan sebel.. Maaf aku kasih bintang 3 dulu,klo udah di perbaiki baru aku tambahin lagi.. Terimakasih 🙏🏻🙏🏻🙏🏻","aku,suka,sekali,sama,aplikasi,mudah,foto,lebih,sering,balik,sendiri,awal,sebel,maaf,aku,kasih,sudah,baik,aku,tambah,lagi,terima kasih",24,positive
783,Rahmat Hidayattuloh,2,2023-10-22T15:39:49.000,Bantu saran nya dong min saya kok ketika mau ngestrak kok selalu mental dan terjadi kesalahan jaringan terus ya dan semua cara udah saya ikuti namun tetep masih sama??,"bantu,saran,saya,mau,jadi,salah,jaringan,semua,sudah,saya,ikut,sama",4,positive
784,Arifin Gio,1,2023-10-08T09:49:14.000,"Seekarang kalo mau edit foto ,mau ganti foto balik ke album awal ,jadi harus nyari lagi , jadi males jengkel , pokonya kalo blum di ubah kaya awal bintang satu blum saya ubah ,","kalau,mau,foto,mau,ganti,foto,balik,album,awal,jadi,harus,mencari,lagi,jadi,males,jengkel,poko,kalau,kaya,awal,satu,saya",4,positive
785,Fatma Ipat,1,2023-10-01T05:36:57.000,"Hallo capcut...mending aplikasi nya hapus aja dah,lu bisa bikin aplikasi GK si?,update trus,mending bagus,malah nambah ngelek anjirrr,mending hapus dahhh!","hallo,aplikasi,hapus,saja,aplikasi,tidak,hapus",-18,negative
786,Febby Ayu Lestary,2,2023-10-07T12:31:36.000,"Kok fitur simpan template di capcut gaada?, kok cuma fitur suka aja?, terus yang template nya udah sempat di simpan hilang dong? Yaelah","simpan,cuma,suka,saja,yang,sudah,simpan,hilang",-8,negative
787,Siti hana adawiah,1,2023-09-24T15:01:48.000,"Pas abis di update,padahal jaringan bagus2 aja tapi pas dibuka gk ada gambaran malah putih2 doang pdhl pake WiFi trs CPT lagi main ml juga bisa tu WiFi,giliran buka capcut malah lemot parah .","pas,habis,jaringan,bagus,saja,pas,buka,tidak,ada,gambar,putih,doang,lagi,main,buka,lot,parah",4,positive
788,Jessika Quen,4,2023-10-21T21:01:17.000,Aplikasinya bgs sih cuma pas di update lagi ehhh malah kalo kita mau simpan video tapi ada logo capcut nya kalo gk mau ada logo capcut nya harus pergi ke tik tok mana saya tidak punya tik tok😔😔,"aplikasi,bagus,cuma,pas,terbaru,lagi,kalau,mau,simpan,ada,kalau,tidak,mau,ada,harus,pergi,saya,tidak,punya",-2,negative
789,Nining Winda,5,2023-11-11T16:12:48.000,Bgus bgt dan nggak ada yang ngelag ya dan aku sangat suka bisa ngedit voto dan vidio biar bgus pkok nya the bast deh capcut dan adik aku suka sama capcut tapi terkadang ada foto atau vidio yang aneh dan ke buka bju nya udah itu saja tapi aku tetap suka,"bagus,tidak,ada,yang,aku,sangat,suka,bagus,aku,suka,sama,terkadang,ada,foto,yang,aneh,buka,sudah,itu,saja,aku,tetap,suka",32,positive
790,Nanang Anj,1,2023-09-27T18:04:45.000,Banyak bug pas di ekspor jj nya warna hitam tolong di perbaiki ya bug nya/eror nya ampas kalo kata gw sih kaga usah download ini mending pake am aja saran gw sih,"banyak,pas,hitam,tolong,baik,ampas,kalau,kata,saya,tidak,perlu,saja,saran,saya",-12,negative
791,Raisa Putri,5,2023-10-28T08:21:42.000,Bagus banget capcut ini kadang cuga aku suka kesel suka ada bug yang dateng tapi ga gpp ternyata sekarang udah berubah gak ada lagi bug sekarang Semoga ke depanya nanti lebih bagus yah,"bagus,kadang,aku,suka,kesel,suka,ada,yang,dateng,tidak,nyata,sudah,ada,lagi,moga,nanti,lebih,bagus",14,positive
792,Putri Azara,1,2023-10-08T20:46:52.000,sangat jelek fitur nya semakin lama susah untuk di cari mau nyobak template nya selalu gagal selalu di tolak padahal wifi ku lancar mohon di perbaiki lagi,"sangat,jelek,makin,lama,susah,cari,mau,gagal,tolak,lancar,mohon,baik,lagi",-7,negative
793,Aluna Syahrahmani,1,2023-11-10T10:06:35.000,"Gak tau capcut lagi parah banget hang nya..🫠, nanti dibenerin bintangnya jadi 5 lagi kalo bugnya udah bener..🥲","tahu,lagi,parah,nanti,benar,jadi,lagi,kalau,sudah,benar",-2,negative
794,diniyanti permatasari,3,2023-12-01T23:33:25.000,"Kenapa setelah di update, suka ngeClose sendri, blm jg di back, padahal seblumnya hak pernah ada kendala seperti ini","terbaru,suka,ada,seperti",10,positive
795,Auraa,1,2023-09-26T20:30:37.000,"APAANSIH CAPCUT, dlu ram 3 aman aman aja kalau pake template di capcut, skrg semenjak update mau pake template bahkan baru aaajaa buka capcut malah keluar keluar sendiri, ngelag, macet, sumpah kecewa????!!!!!!","saja,kalau,terbaru,mau,buka,keluar,keluar,sendiri,sumpah",2,positive
796,Yoga Araiino,1,2023-11-20T19:07:02.000,"Udah banyak template yang gabisa di pakai sama sekali, udah coba unins - download lgi, gada perubahan, info jj selain capcut guys","sudah,banyak,yang,sama,sekali,sudah,coba,lagi,informasi",7,positive
797,Willyes,5,2023-11-07T03:52:40.000,"Bagi saya yang ngak tau edit, aplikasi ini sangat membantu.... Foto dan video saya langsung bisa di gunakan tanpa mengedil lama-lama","bagi,saya,yang,tidak,tahu,aplikasi,sangat,bantu,foto,saya,langsung,guna",-1,negative
798,Sipapasi Baka,1,2023-11-25T16:10:01.000,Pas loading mau pake template lama banget udah diulang berapa kali ga bisa pake template tolong developer dipercepatkan saat mau menggunakan template😞🙏,"pas,mau,lama,sudah,tidak,tolong,cepat,mau,guna",9,positive
799,Jihan Safira,5,2023-11-05T09:33:54.000,Bagus banget apk nya gak perlu keluarin duit kalo mau edit foto atau video yang penting kalo mau gak lag ituu tergantung hp lah yaa guys jugaa kuota internet kalian anjirr,"bagus,aplikasi,perlu,kalau,mau,foto,yang,penting,kalau,mau,gantung,kuota",4,positive
800,rayhan atha,1,2023-09-23T13:14:21.000,Ini aplikasi ngedit paling jelek menurut saya. Saat udh selesai aku ekspor video nya jadi aneh tolong dibenarkan aplikasi ngedit paling jelek!,"aplikasi,jelek,turut,saya,selesai,aku,jadi,aneh,tolong,benar,aplikasi,jelek",-15,negative
801,Viona Simarmata,2,2023-09-28T10:14:51.000,Saya ga suka sma aplikasi ini saya cuman ingin nambah kan filter tiba2 video nya ngelag perbaiki dong jangan bentar bentar bayar 😡!! Minimal update lah lama2 nih apk jadi sampah nnti 😡,"saya,tidak,suka,sama,aplikasi,saya,baik,jangan,sebentar,sebentar,bayar,minimal,terbaru,lama,aplikasi,jadi,sampah,nanti",-24,negative
802,Amelia Widuri,5,2023-09-22T20:37:40.000,Sangat menyenangkan bisa menciptakan video seperti yg kita inginkan dengan aplikasi yg variatif yang ada di capcut,"sangat,senang,seperti,yang,aplikasi,yang,yang,ada",-8,negative
803,Reza Dede saputra,1,2023-10-13T19:30:40.000,plis lah saya udah nyaman dgn fitur kemarin di mana kalo udah scroll ke galeri ke bawah kagak ke riset tapi sekarang malah ke riset males banget saya ulang dari atas lagi cari foto yg udah tenggelam banget,"tolong,saya,sudah,nyaman,kalau,sudah,tidak,males,saya,dari,atas,lagi,cari,foto,yang,sudah",-20,negative
804,Ana Baati,3,2023-11-26T15:24:42.000,"Kok setelah di update malah jadi ngleg,, mutar video ajh lma banget padahal jaringan bagus, gimana sih","terbaru,jadi,jaringan,bagus",10,positive
805,Friya aja,3,2023-11-27T20:03:45.000,"Ni tolong ni buat developer yaaa, kalo bisa jangan terlalu banyak update kalo aplikasinya gitu² aja mahh cuma Menuhin memori yang download doang. Bagus kaga stak iyaaa🙄🤮","tolong,buat,kalau,jangan,terlalu,banyak,terbaru,kalau,aplikasi,saja,mahh,cuma,yang,doang,bagus,tidak",-22,negative
806,Khansa Kenji,1,2023-11-27T20:18:12.000,Kadang suka nggak bisa ekspor dan juga ngelag padahal jaringan wifi ku bagus tapi ngelag nyaa ga ngotakkk aplikasi kaya t41 makin update makin kaya t41 mendingan AM mau login capcut aja lama bett ini udh rusak kli aplikasi nya tlong benerin,"kadang,suka,tidak,jaringan,bagus,tidak,aplikasi,kaya,makin,terbaru,makin,kaya,mau,saja,lama,rusak,aplikasi,tolong",4,positive
807,Ambrosius Nduru,2,2023-08-02T11:01:34.000,"Saya suka apk nya, cuman yg sering buat kesel itu ada di update terbaru ini banyak bug dan lemot yg membuat saya kesulitan dalam mengedit video untuk di jadikan template, Mungkin kawan² kreator lain berpikir begitu. Mohon di perbaiki bug nya🙏","saya,suka,aplikasi,yang,sering,buat,kesel,itu,ada,terbaru,banyak,lot,yang,buat,saya,dalam,jadi,mungkin,lain,pikir,mohon,baik",-8,negative
808,Azlan Pratama,1,2023-10-23T22:33:26.000,Apk gak laku... Penyimpanan saya masih banyak... Ram saya 8... Kok pas buka apk nya setelah 2 detik suka ngebugg.. Relog dan kembali sendiri🖕🖕🖕🖕,"aplikasi,simpan,saya,banyak,saya,pas,buka,aplikasi,suka,sendiri",-8,negative
809,Syarifah Aqela,1,2023-09-24T21:46:14.000,"Kenapa capcut aku kedap kedip yaa saat Makai tampleat, pdhl sblm ny ga kek ginii, memori juga Masi banyak, hampir smua tempatlate begitu, series hp aku poco m4. Tolong ya di perbaiki lagi capcut nyaa.","aku,tidak,seperti,banyak,semua,aku,tolong,baik,lagi",-4,negative
810,Nadinetsania Alvira,5,2023-09-06T18:20:37.000,Bintang 5 yeyyy karena apa kak?? Affah tuhh karena apaaa apaaa woiii??? Hebatt keren bisa buat ngedit lebih gampang walau ngedit sendiri bagus Lhoo bisa buat cloring DLL keren bgt cap cut Terima kasih untuk pembuat cap cut sudah buat saya nyaman di cap cut dan satu kali lagi Terima kasih sebanyak-banyaknya 💗💗,"karena,apa,karena,buat,lebih,gampang,walau,sendiri,bagus,buat,terima,kasih,buat,sudah,buat,saya,nyaman,satu,lagi,terima,kasih",8,positive
811,Yanuar Oemar,2,2023-11-27T13:44:34.000,"Setiap kali mau dibuka selalu ngebug dan keluar sendiri, Saat di update malah semakin ngebug dan ngga bisa bikin video","mau,buka,keluar,sendiri,terbaru,makin,tidak",3,positive
812,Darmini Rike,5,2023-09-15T17:33:53.000,"Sumpah ini bagus bangettttt! Tapi ada satu hal yang perlu di perbaiki saat mau mengekspor kenapa kok sering lag, tapi gk ppa udh bagus bgtt kok tengkheyu 👍👍👍","sumpah,bagus,ada,satu,yang,perlu,baik,mau,sering,tidak,bagus",17,positive
813,Tedi Saputra,1,2023-11-14T01:24:21.000,"Jaringan padahal bagus tapi menggunakan template ga bisa,hapus aja tuh bagian tamplate kalo ga niat buat bisa di gunain","jaringan,bagus,guna,tidak,saja,bagi,kalau,tidak,buat",-5,negative
814,Paper Plastik,4,2023-06-23T20:21:33.000,"Kekurangannya nih TEXT TO SPEECH bhs.indo hanya ada 2 tipe voice, sedangkan English ada 20 lebih .....jadi ini perlu ditingkatkan. Kemudian kalau mau select beberapa video sekaligus lalu mau dicopy itu nggak bisa.","kurang,hanya,ada,ada,lebih,jadi,perlu,tingkat,kalau,mau,lalu,mau,itu,tidak",12,positive
815,Fajar Saputra,5,2023-10-20T13:36:30.000,Dengan adanya fitur ini memudahkan banget untuk sy yg gak bisa edit video jafi serbaa gampang dan hasilnya bagus banget dehh pokonya rekomend😍😍,"ada,mudah,saya,yang,gampang,hasil,bagus,poko",7,positive
816,Zahyul Muharam,5,2023-09-23T16:29:16.000,"Apk yang luar biasa membantu pembuatan bermacam macam bentuk vidio, dengan hasil yang sempurna. Selamat dan sukses terus CapCut.","aplikasi,yang,biasa,bantu,buat,bentuk,hasil,yang,sempurna,selamat,sukses",10,positive
817,Lestari Lestarii,2,2023-11-23T11:44:25.000,"Jujur liy.......aplikasi nya susah di buka atau lama bgt buat masuk ke aplikasinya and ya rada lemot jujur itu bukan hp ku yg lemot, tapi emang capcutnya aja sekarang susah bgt dibuka","jujur,susah,buka,lama,buat,aplikasi,lot,jujur,itu,bukan,yang,lot,saja,susah,buka",-22,negative
818,Elisabeth Lisna Laia,2,2023-11-17T17:32:17.000,"Plis lah masa gak bisa di pake Kalo mau pake template selalu muncul kata tidak dapat mengunduh, pdhl kemarin gak gitu🙂🥲","tolong,kalau,mau,muncul,kata,tidak,dapat",-1,negative
819,Zakia Siti,2,2023-10-28T15:55:52.000,Menurut saya bagus tapi kenapa pas lagi mengekspor itu suka gak jelas masa saya mengekspor pake otomatis ke tiktok masih ada templet capcut nya biasa nya juga engga,"turut,saya,bagus,pas,lagi,itu,suka,jelas,saya,otomatis,ada,biasa",4,positive
820,Siti Nur baeti,5,2023-09-18T16:24:56.000,"Bagus banget , berguna banget, seru banget, walaupun ada kekurangan disaat menggespor lama banget ya gak papa sih cuma sedikit dongan kok makasih capcut 💐🌼","bagus,guna,seru,ada,kurang,lama,cuma,sedikit,terima kasih",3,positive
821,Utuh Utuh,5,2023-09-22T17:21:49.000,bagus ni apk anjr ga bisa edit pakai template ny aj udh bagus bagus ke am gitu loh tpi pokok ny ni bagus banget kalau lu pada mau nge jj in foto kalian tinggal ke apk ini aj template ny juga bagus bagus ad yg no miror dan yg miror itu kalian tuh tinggal liat aj yg mana yg bagus eksplor deh jdi bagus bgt jdi segitu aj y bye,"bagus,aplikasi,tidak,saja,bagus,bagus,pokok,bagus,kalau,pada,mau,foto,tinggal,aplikasi,saja,bagus,bagus,ada,yang,yang,itu,tinggal,lihat,saja,yang,yang,bagus,jadi,bagus,jadi,segitu,saja,bye",-19,negative
822,Denny Poetra imbaraga,5,2023-10-25T09:53:07.000,"Sangat membantu sekali untuk editing vidio,kedepannya lebih di kembangkan lagi fitur fiturnya,terimakasih capcut","sangat,bantu,sekali,lebih,kembang,lagi",6,positive
823,Mei Mei,5,2023-07-23T18:59:13.000,"Baguss banget, Aplikasi editor paling mudah dipake menurutku, apalagi teruntuk pemula yang belum bisa untuk mengedit, karna disini sudah ada template nya yang sangat mudah digunakan, pokoknya ini aplikasi editing terbaik deh","bagus,aplikasi,mudah,turut,mula,yang,karena,sudah,ada,yang,sangat,mudah,guna,pokok,aplikasi,baik",0,neutral
824,Nisa Nur,2,2023-10-11T20:45:43.000,"saat saya mau memilih foto dan sudah ketemu saya mau klik pratinjau tapi tidak bisa malah ada pesan ""tidak bisa menggunakan elemen ini"" padahal internet saya sudah bagus,memori saya juga tidak penuh.","saya,mau,pilih,foto,sudah,ketemu,saya,mau,tidak,ada,pesan,tidak,guna,saya,sudah,saya,tidak",-2,negative
825,UDIN ASEP,3,2023-11-05T08:59:07.000,"pas buka game berat/apk berat hp gw gak ngeleg,tapi kok pas buka capcut hp gw ngeframe ya,cari templat aja ngelagnya minta ampun😂padahal apk nya gak terlalu berat loh.ya dimohon untuk developer kedepannya diperbaiki dulu","pas,buka,game,saya,pas,buka,saya,saja,minta,ampun,aplikasi,terlalu,mohon,baik",6,positive
826,Asri Ariansyah,5,2023-10-23T13:20:56.000,"Dengan aplikasi ini untuk buat setatus d aplikasi mana pun terasa lebih pede dan percaya diri krna pilihan musik dan editan nya bagus"" Sekali luarbiasa","aplikasi,buat,aplikasi,pun,asa,lebih,percaya diri,percaya,diri,karena,pilih,musik,bagus,sekali",-3,negative
827,Yurnita Sari,1,2023-11-23T23:54:21.000,"Setelah di Update, Susah banget buat translate, sumpah loading nya lama banget. Bisa ampek 15 menitan, kan gila yak","terbaru,susah,buat,sumpah,lama,gila",4,positive
828,Galih Restu,1,2023-10-01T16:18:38.000,"kurang memuaskan karena tidak bisa mengedit video format MKV, padahal biasanya bisa tapi setelah update malah gabisa, sangat mengecewakan!!","kurang,muas,karena,tidak,biasa,terbaru,sangat",3,positive
829,Trian Nugroho HR,5,2023-11-24T15:00:38.000,"Aplikasi editing video yang simpel dan sangat interaktif, keren pokoknyaa","aplikasi,yang,simpel,sangat",-3,negative
830,Nur Aini Fatmawaty,4,2023-09-16T13:42:51.000,"Aplikasinya bagus sih, tapi aku bikin templat jadi lag karena update versi tinggi. Tolong kalo versi tinggi harusnya lebih cepat kinerjanya","aplikasi,bagus,aku,jadi,karena,terbaru,tinggi,tolong,kalau,tinggi,harus,lebih,cepat",4,positive
831,Dea Chrismy,3,2023-10-29T07:21:44.000,"kenapa masih ada watermark saat mengekspor template?pdhl sudah dilanjutkan ke tiktok,dari kemarin sy coba coba gabisa,tlg ini gmn depelover.","ada,sudah,lanjut,saya,coba,coba",10,positive
832,Tri Selo Cahyono,5,2023-11-17T08:31:22.000,"Semakin canggih dan bagus di android maupun di PC udah ringan ukuranya, tapi gk murah kecanggihannya, kembangkan terus min","makin,bagus,sudah,ringan,tidak,murah,kembang",10,positive
833,Nur Siti,4,2023-07-14T17:27:58.000,"Suka banget sama capcut, tapi kenapa ya kalau pake templat pas mau di liat malah loading Mulu padahal sinyal nya bagus terus pas kita liat hasil template nya suara nya lambat, video nya di sana suara nya masih di sini. Semoga ngerti ya","suka,sama,kalau,pas,mau,lihat,melulu,bagus,pas,lihat,hasil,suara,lambat,suara,moga,mengerti",32,positive
834,Yeni Susanti,5,2023-10-28T18:28:43.000,"Bagus bgt, tp agak ngelag, klo bikin jj yg brutall wkwkwkwk, oh ya aplikasi ini aku kasih bintang 5 bagus bgtt sampe aku kirim ke sw WA saking bagusnya , memori aku harus dihapus, apk yg lain aku hapus kecuali Capcut💗","bagus,kalau,yang,tertawa,aplikasi,aku,kasih,bagus,sampai,aku,kirim,bagus,aku,harus,hapus,aplikasi,yang,lain,aku,hapus",-9,negative
835,Miya Tslh,5,2023-09-26T09:39:48.000,"Udah bagus tapi kok sudah pembaruan pas mau edit ganti fto malah liat ftonya ulang dari awal Tolong dong diperbaiki, masak saya cari fto disuruh mulai dari album pertama,","sudah,bagus,sudah,pas,mau,ganti,lihat,dari,awal,tolong,baik,masak,saya,cari,suruh,mulai,dari,album",17,positive
836,humaira 12,1,2023-10-03T21:46:32.000,"Gimana sih ini waktu mau di ekspor malah lama banget nunguinnya sampek bermenit menit apalagi klw udh mengunakan templat musik jalan vidio ketingalan sm musiknya waktu di ekspir gak bisa ,lama,ngabisin waktu,ngabisin data lagi ヽ(｀⌒´)ノ ,klw keluar dari aplikasi capcut waktu lagi ekspor ehhh waktu ekspor lain ekspor tadi ngilang ,bahkan lagi make templat vidio yg ku ekpsor tadi ngilang,mohon di perbaiki","mau,lama,kalau,musik,tinggal,musik,data,lagi,kalau,keluar,dari,aplikasi,lagi,lain,hilang,lagi,yang,baik",-21,negative
837,galeri lokal,5,2023-09-12T17:30:43.000,"Sangat menyenangkan berkreasi di aplikasi ini, banyak fitur dan template yang sangat menarik dan menunjang sebagai ajang promo untuk perkenalan produk","sangat,senang,kreasi,aplikasi,banyak,yang,sangat,tarik,tunjang,ajang,promo,kenal,produk",19,positive
